,RTM45C,RTM46C,RTM47C,RTM48C,RTM49C,RTM50C,RTM51C,RTM52C,RTM53C,RTM54C,RTM54P,RTM53P,RTM52P,RTM51P,RTM50P,RTM49P,RTM48P,RTM47P,RTM46P,RTM45P
0,0.23793000299979228,0.22250027661917826,0.21572849903933208,0.21325119794648717,0.2113921026889374,0.21005233665970646,0.20995148915947762,0.2114501567002788,0.21066195900455537,0.21488780435123037,0.220747704826249,0.21429790666058288,0.21347662430308356,0.21084329339114424,0.20996830802062807,0.21029267719516692,0.2108447204004665,0.21130052841376323,0.2147605107261119,0.2254973323521083
1,0.23707395767083533,0.2258851762099537,0.22056670169750517,0.2163039653055529,0.21331031936860423,0.2129399034821656,0.21224119698929578,0.21334238339980904,0.21507973552659845,0.21630162045179518,0.222194119902126,0.21592725803061896,0.21539002108760114,0.21315422247194502,0.2128831598485365,0.2122500637292303,0.21397866888681796,0.21327215150113737,0.21852728664843726,0.22467367286761106
2,0.23938139142443834,0.21473843373299778,0.20474519649119544,0.20129885406440987,0.19845677600399755,0.19697077248437453,0.1969384191504551,0.19684348164192042,0.1980066195546901,0.19745536087890495,0.20441531299477617,0.20199727067357542,0.1968305834602083,0.19600447051856637,0.19507862796266642,0.19531330409716688,0.19623204230250188,0.19976989428967054,0.20053953425096707,0.19976549089188478
3,0.22013331919149473,0.19588477218840059,0.18673348678613474,0.18044293280871843,0.17782475434560202,0.17640069205058206,0.17715672580982608,0.1771819646759308,0.17944607249905065,0.18058882556627162,0.19330590920586063,0.18401090689798943,0.17960896036662016,0.17813449408179427,0.1779999482436213,0.1763831638436755,0.1772007791548544,0.1804510274091204,0.19090453756831252,0.21248823791184882
4,0.2289504338723196,0.20268897291319837,0.19149790569271022,0.18672986463366925,0.18321439668799744,0.183604360109095,0.18343893988653043,0.18313842725307639,0.18507062893391582,0.18499968128450822,0.20112454171380872,0.18933946107992294,0.18765170962672406,0.18435288057250607,0.18339853044432852,0.18377930191687838,0.18359816933597833,0.18545424962770976,0.19175876395505764,0.2028748577126416
5,0.22542270401786013,0.20755314748269832,0.20081197117384741,0.19344218221713483,0.1916065752067877,0.1909835771411348,0.19097165816630618,0.19142664964023215,0.19114108846455657,0.19355517480595055,0.2037777124316954,0.19760647467051434,0.1933779371869061,0.19169348463899358,0.1906416226895024,0.19007328006290455,0.1928328947706805,0.19486649859033878,0.20294065131283157,0.2176177741356493
6,0.2289983492341812,0.20266707795177363,0.187619144433508,0.18398036015430108,0.18089866305970903,0.17948638159404395,0.17879827962349154,0.17940674237052676,0.17945463050278862,0.18569192458013173,0.19339977497990846,0.18402126462073534,0.18178742209027646,0.17975775625500942,0.1792900132344132,0.17946144483342188,0.18078837482249316,0.1813094180187492,0.19173376322240077,0.21334363054483346
7,0.22514747214983788,0.20116251160383752,0.188773984873864,0.18222806765418048,0.18059592271766425,0.17891161679738604,0.17794926624994786,0.17973251828434014,0.18053700539361142,0.18594754096712138,0.1930802087099684,0.18471549731661716,0.1819007213321324,0.1787652603669155,0.17857825979033792,0.1789856467823938,0.17870969354222813,0.18201327968159223,0.18891972809673405,0.2173489163053556
8,0.22769353310687038,0.19528113876018774,0.18585558367276742,0.17918260667929856,0.1740159614813433,0.17370088091723845,0.1730371868843373,0.17296615042086555,0.17523900771276857,0.18284810873060484,0.18638696490990211,0.18020227505910708,0.17558373813696115,0.17410661834021407,0.1735609187909848,0.1725861851071465,0.17329869914030988,0.17541367760584303,0.18331590666838685,0.21210210295368054
9,0.21959462148781844,0.18872458507842366,0.1777122359907627,0.1709668044985964,0.1675415508078769,0.16580632613267038,0.16616086746781195,0.1663050021167636,0.1686871832720411,0.17214161188444824,0.1818781784589826,0.17408257635378624,0.16910584083464364,0.1673010524807834,0.16567835759132538,0.1660664529179217,0.16752834641179543,0.17081157998370006,0.17531128574940624,0.21196042893740052
