,RTM45C,RTM46C,RTM47C,RTM48C,RTM49C,RTM50C,RTM51C,RTM52C,RTM53C,RTM54C,RTM45P,RTM46P,RTM47P,RTM48P,RTM49P,RTM50P,RTM51P,RTM52P,RTM53P,RTM54P
0,0.20813014152712564,0.20387312663267265,0.20396298753015574,0.20512061262357514,0.20512281774111427,0.20467424749817836,0.20480303434424232,0.20593827294294423,0.20400827714651956,0.2060835613195963,0.20813014152712556,0.20387312663267276,0.20396298753015565,0.20512061262357514,0.20512281774111427,0.20467424749817836,0.20480303434424232,0.20593827294294423,0.20400827714651967,0.20608356131959624
1,0.2161473797123958,0.2081063087372582,0.2092335487623115,0.20829888725399293,0.20707923313692825,0.20756900992520946,0.20708400750029549,0.20781311316493786,0.20846993210932135,0.207461186382668,0.19712905309703896,0.2081063087372574,0.20604865304710734,0.20829888725399262,0.20707923313692805,0.20756900992520927,0.20708400750029532,0.20781311316493764,0.20558633935550535,0.20746118638266756
2,0.1991484240446367,0.1939430027783548,0.19188684834411254,0.19275580945411996,0.19205545261491594,0.19157289204888453,0.19178112925026394,0.1912282743034816,0.19102888732617315,0.1873471870248386,0.1864790882721602,0.18761675823620713,0.191886848344113,0.19031057669548015,0.19011465720584225,0.18979017144420737,0.1898994231700991,0.18895916224994075,0.19102888732617346,0.19212273167290825
3,0.17074723839701078,0.16639033456966815,0.17112705759012828,0.17086258725382547,0.17112393263180775,0.1709610959171754,0.17199777395584598,0.17142431632940142,0.1719061303213464,0.1687736131858317,0.18869411687317628,0.17541561361229832,0.1711270575901288,0.17086258725382591,0.171123932631808,0.17274535579086245,0.17199777395584626,0.1714243163294018,0.17190613032134686,0.17451342698583341
4,0.17143562358086467,0.1762207158576807,0.17641529741688494,0.17734937522218758,0.17653107427959983,0.178149214473829,0.17828387313872046,0.17746906668225276,0.17782246918571779,0.17392758963445643,0.18943993790525532,0.1762207158576784,0.1764152974168839,0.17734937522218694,0.1785281645927504,0.17814921447382853,0.17828387313872002,0.17975957587347757,0.1778224691857169,0.18423864980729304
5,0.175115432824938,0.18063219398893104,0.1859691126081741,0.1838736939184992,0.18478991614901952,0.18544453227896843,0.18583003625555353,0.18595434282406634,0.18440478978409253,0.18408234308034635,0.19340908703549872,0.18860194868236502,0.185969112608174,0.18655801440485262,0.18478991614901952,0.18544453227896845,0.18583003625555353,0.18595434282406642,0.18732408103623838,0.18851132477288518
6,0.17145099098967564,0.17618766844542205,0.17195105841915415,0.17448333750514575,0.1741927289263911,0.1740273474057303,0.17362955413182332,0.17366945040771817,0.17190513123928688,0.16884090617100334,0.18946436936850414,0.1761876684454213,0.17195105841915392,0.17448333750514566,0.17419272892639096,0.17402734740573023,0.1736295541318232,0.17366945040771808,0.17190513123928675,0.17992184187105068
7,0.17486683362304017,0.17107175319325518,0.17213882095737784,0.17214353797759666,0.173662314587112,0.17336808546634377,0.17279734960731533,0.17413043911205395,0.17336653076872904,0.17557421443929014,0.19314922351934494,0.17107175319325219,0.17213882095737645,0.17214353797759574,0.17366231458711137,0.17336808546634322,0.17279734960731472,0.17413043911205325,0.17336653076872802,0.1755742144392886
8,0.17037133554743275,0.16581673884456788,0.17027301709359677,0.16962153595574656,0.16730632073986887,0.16826222658669976,0.16784056415583654,0.16705882812422698,0.1672736716327544,0.16458127545547166,0.18830859502829184,0.16581673884457027,0.16572919423537608,0.1668994250705163,0.16730632073986934,0.16826222658670018,0.167840564155837,0.1670588281242276,0.1672736716327552,0.17092019339527434
9,0.17024103288346965,0.15460090522662467,0.16069676105292605,0.16099900900832323,0.16076601292291373,0.16036941623614123,0.16094637318068786,0.16026032044016716,0.160244793158292,0.15797210311127421,0.18817209106789554,0.15460090522662073,0.16069676105292469,0.16099900900832248,0.16076601292291315,0.1603694162361407,0.16094637318068727,0.16026032044016653,0.16024479315829085,0.15797210311127216
